accelerateType,attributeAcceleration,attributeAggression,attributeAgility,attributeBalance,attributeBallControl,attributeComposure,attributeCrossing,attributeCurve,attributeDefensiveAwareness,attributeDribbling,attributeFinishing,attributeFkAccuracy,attributeGkDiving,attributeGkHandling,attributeGkKicking,attributeGkPositioning,attributeGkReflexes,attributeHeadingAccuracy,attributeInterceptions,attributeJumping,attributeLongPassing,attributeLongShots,attributePenalties,attributePositioning,attributeReactions,attributeShortPassing,attributeShotPower,attributeSlidingTackle,attributeSprintSpeed,attributeStamina,attributeStandingTackle,attributeStrength,attributeVision,attributeVolleys,bodytype,commonName,eaId,foot,height,overall,playstyles,playstylesPlus,positions,rolesPlus,rolesPlusPlus,skillMoves,weakFoot,weight,player_origin_id,debug_index,__true_player_id,archetype,metarating,__player_id
MOSTLY_EXPLOSIVE,96,45,88,84,88,86,89,94,30,88,84,68,7,14,7,6,9,72,41,76,70,87,69,87,84,84,82,34,93,83,43,75,88,75,Average Medium,Johan Bakayoko,50597098,Left,179,87,"['Finesse Shot', 'Whipped Pass', 'Technical', 'Rapid', 'Flair', 'Quick Step']",['Trickster'],"['RW', 'RM']","['RM Winger', 'RM Wide Playmaker', 'RW Winger', 'RW Wide Playmaker']","['RM Wide Midfielder', 'RM Inside Forward', 'RW Inside Forward']",5,4,70.0,50597098_177,177,50597098,inside_forward,83.55225896465005,50597098_177_inside_forward
CONTROLLED,87,85,87,86,92,89,89,77,84,87,89,65,9,6,7,14,8,90,89,92,99,75,75,91,90,96,79,82,87,92,84,94,94,70,Average Medium,Damaris Egurrola,50597184,Left,176,91,"['Power Header', 'Pinged Pass', 'Intercept', 'Slide Tackle', 'Relentless', 'Aerial']","['Press Proven', 'Long Ball Pass']","['CM', 'CDM']","['CDM Deep-Lying Playmaker', 'CM Deep-Lying Playmaker']","['CDM Holding', 'CM Box to Box', 'CM Playmaker']",4,4,65.0,50597184_178,178,50597184,playmaker,86.29223599273845,50597184_178_playmaker
CONTROLLED,87,85,87,86,92,89,89,77,84,87,89,65,9,6,7,14,8,90,89,92,99,75,75,91,90,96,79,82,87,92,84,94,94,70,Average Medium,Damaris Egurrola,50597184,Left,176,91,"['Power Header', 'Pinged Pass', 'Intercept', 'Slide Tackle', 'Relentless', 'Aerial']","['Press Proven', 'Long Ball Pass']","['CM', 'CDM']","['CDM Deep-Lying Playmaker', 'CM Deep-Lying Playmaker']","['CDM Holding', 'CM Box to Box', 'CM Playmaker']",4,4,65.0,50597184_178,178,50597184,holding,86.45925982309497,50597184_178_holding
CONTROLLED,87,85,87,86,92,89,89,77,84,87,89,65,9,6,7,14,8,90,89,92,99,75,75,91,90,96,79,82,87,92,84,94,94,70,Average Medium,Damaris Egurrola,50597184,Left,176,91,"['Power Header', 'Pinged Pass', 'Intercept', 'Slide Tackle', 'Relentless', 'Aerial']","['Press Proven', 'Long Ball Pass']","['CM', 'CDM']","['CDM Deep-Lying Playmaker', 'CM Deep-Lying Playmaker']","['CDM Holding', 'CM Box to Box', 'CM Playmaker']",4,4,65.0,50597184_178,178,50597184,box_to_box,89.1267109300934,50597184_178_box_to_box
CONTROLLED,90,70,87,82,87,80,81,71,38,88,91,61,14,13,10,12,11,91,36,96,80,87,74,85,86,87,90,53,90,84,57,84,83,80,Average Medium,Elisabeth Terland,50597902,Right,171,87,"['Power Header', 'Rapid', 'Flair', 'First Touch', 'Relentless']",['Finesse Shot'],['ST'],['ST False 9'],"['ST Advanced Forward', 'ST Poacher', 'ST Target Forward']",4,4,63.0,50597902_179,179,50597902,poacher,81.82121525962421,50597902_179_poacher
CONTROLLED,90,70,87,82,87,80,81,71,38,88,91,61,14,13,10,12,11,91,36,96,80,87,74,85,86,87,90,53,90,84,57,84,83,80,Average Medium,Elisabeth Terland,50597902,Right,171,87,"['Power Header', 'Rapid', 'Flair', 'First Touch', 'Relentless']",['Finesse Shot'],['ST'],['ST False 9'],"['ST Advanced Forward', 'ST Poacher', 'ST Target Forward']",4,4,63.0,50597902_179,179,50597902,advanced_forward,81.97058243908714,50597902_179_advanced_forward
CONTROLLED,90,70,87,82,87,80,81,71,38,88,91,61,14,13,10,12,11,91,36,96,80,87,74,85,86,87,90,53,90,84,57,84,83,80,Average Medium,Elisabeth Terland,50597902,Right,171,87,"['Power Header', 'Rapid', 'Flair', 'First Touch', 'Relentless']",['Finesse Shot'],['ST'],['ST False 9'],"['ST Advanced Forward', 'ST Poacher', 'ST Target Forward']",4,4,63.0,50597902_179,179,50597902,target_forward,73.48488233255996,50597902_179_target_forward
CONTROLLED_EXPLOSIVE,90,73,86,87,87,84,90,87,87,80,60,60,5,10,11,14,13,83,86,87,88,64,55,72,84,90,63,90,89,93,89,76,85,71,Average Short,Ryan Williams,50598895,Right,168,87,"['Incisive Pass', 'Pinged Pass', 'Intercept', 'Anticipate', 'Quick Step', 'Relentless', 'Long Throw']",['Whipped Pass'],['RB'],['RB Falseback'],"['RB Fullback', 'RB Wingback', 'RB Attacking Wingback']",4,4,55.0,50598895_180,180,50598895,attacking_wingback,83.766920464241,50598895_180_attacking_wingback
CONTROLLED_EXPLOSIVE,90,73,86,87,87,84,90,87,87,80,60,60,5,10,11,14,13,83,86,87,88,64,55,72,84,90,63,90,89,93,89,76,85,71,Average Short,Ryan Williams,50598895,Right,168,87,"['Incisive Pass', 'Pinged Pass', 'Intercept', 'Anticipate', 'Quick Step', 'Relentless', 'Long Throw']",['Whipped Pass'],['RB'],['RB Falseback'],"['RB Fullback', 'RB Wingback', 'RB Attacking Wingback']",4,4,55.0,50598895_180,180,50598895,wingback,84.90009153934552,50598895_180_wingback
CONTROLLED_EXPLOSIVE,90,73,86,87,87,84,90,87,87,80,60,60,5,10,11,14,13,83,86,87,88,64,55,72,84,90,63,90,89,93,89,76,85,71,Average Short,Ryan Williams,50598895,Right,168,87,"['Incisive Pass', 'Pinged Pass', 'Intercept', 'Anticipate', 'Quick Step', 'Relentless', 'Long Throw']",['Whipped Pass'],['RB'],['RB Falseback'],"['RB Fullback', 'RB Wingback', 'RB Attacking Wingback']",4,4,55.0,50598895_180,180,50598895,fullback,85.15332716196879,50598895_180_fullback
CONTROLLED,84,85,85,82,90,90,65,82,80,87,76,52,14,7,7,12,8,65,88,80,94,85,65,85,88,93,86,60,85,92,78,85,92,77,Lean Tall,Hugo Larsson,50600544,Right,187,87,"['Pinged Pass', 'Long Ball Pass', 'Tiki Taka', 'Press Proven', 'Relentless']",['Incisive Pass'],"['CM', 'CDM']","['CDM Deep-Lying Playmaker', 'CDM Wide Half', 'CM Deep-Lying Playmaker']","['CDM Centre-Half', 'CM Box to Box', 'CM Playmaker']",4,4,74.0,50600544_181,181,50600544,playmaker,84.04174185021864,50600544_181_playmaker
CONTROLLED,84,85,85,82,90,90,65,82,80,87,76,52,14,7,7,12,8,65,88,80,94,85,65,85,88,93,86,60,85,92,78,85,92,77,Lean Tall,Hugo Larsson,50600544,Right,187,87,"['Pinged Pass', 'Long Ball Pass', 'Tiki Taka', 'Press Proven', 'Relentless']",['Incisive Pass'],"['CM', 'CDM']","['CDM Deep-Lying Playmaker', 'CDM Wide Half', 'CM Deep-Lying Playmaker']","['CDM Centre-Half', 'CM Box to Box', 'CM Playmaker']",4,4,74.0,50600544_181,181,50600544,box_to_box,86.00983036868462,50600544_181_box_to_box
CONTROLLED,84,85,85,82,90,90,65,82,80,87,76,52,14,7,7,12,8,65,88,80,94,85,65,85,88,93,86,60,85,92,78,85,92,77,Lean Tall,Hugo Larsson,50600544,Right,187,87,"['Pinged Pass', 'Long Ball Pass', 'Tiki Taka', 'Press Proven', 'Relentless']",['Incisive Pass'],"['CM', 'CDM']","['CDM Deep-Lying Playmaker', 'CDM Wide Half', 'CM Deep-Lying Playmaker']","['CDM Centre-Half', 'CM Box to Box', 'CM Playmaker']",4,4,74.0,50600544_181,181,50600544,centre_half,83.82187067209105,50600544_181_centre_half
CONTROLLED_EXPLOSIVE,86,80,87,93,87,88,80,88,80,88,88,58,14,11,10,5,9,71,82,89,90,77,68,91,83,90,86,81,81,81,84,82,91,72,Lean Medium,Kobbie Mainoo,50600784,Right,181,88,"['Finesse Shot', 'Long Ball Pass', 'Intercept', 'Technical', 'Press Proven']",['Tiki Taka'],"['CDM', 'CM']","['CM Deep-Lying Playmaker', 'CM Playmaker']","['CDM Holding', 'CM Box to Box']",4,4,80.0,50600784_182,182,50600784,holding,80.17386169847708,50600784_182_holding
CONTROLLED_EXPLOSIVE,86,80,87,93,87,88,80,88,80,88,88,58,14,11,10,5,9,71,82,89,90,77,68,91,83,90,86,81,81,81,84,82,91,72,Lean Medium,Kobbie Mainoo,50600784,Right,181,88,"['Finesse Shot', 'Long Ball Pass', 'Intercept', 'Technical', 'Press Proven']",['Tiki Taka'],"['CDM', 'CM']","['CM Deep-Lying Playmaker', 'CM Playmaker']","['CDM Holding', 'CM Box to Box']",4,4,80.0,50600784_182,182,50600784,box_to_box,83.30098726236417,50600784_182_box_to_box
MOSTLY_LENGTHY,78,88,81,81,79,82,48,61,89,76,26,48,14,15,9,11,7,89,91,91,74,29,55,19,91,94,77,89,87,83,93,96,71,40,Average Tall,Alexsandro,50601141,Left,189,90,"['Pinged Pass', 'Long Ball Pass', 'Jockey', 'Block', 'Intercept', 'Slide Tackle', 'Bruiser', 'Relentless']","['Aerial', 'Anticipate']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",3,5,82.0,50601141_183,183,50601141,ball_playing_defender,85.66852262346694,50601141_183_ball_playing_defender
MOSTLY_LENGTHY,78,88,81,81,79,82,48,61,89,76,26,48,14,15,9,11,7,89,91,91,74,29,55,19,91,94,77,89,87,83,93,96,71,40,Average Tall,Alexsandro,50601141,Left,189,90,"['Pinged Pass', 'Long Ball Pass', 'Jockey', 'Block', 'Intercept', 'Slide Tackle', 'Bruiser', 'Relentless']","['Aerial', 'Anticipate']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",3,5,82.0,50601141_183,183,50601141,defender,88.89034322359028,50601141_183_defender
MOSTLY_LENGTHY,78,88,81,81,79,82,48,61,89,76,26,48,14,15,9,11,7,89,91,91,74,29,55,19,91,94,77,89,87,83,93,96,71,40,Average Tall,Alexsandro,50601141,Left,189,90,"['Pinged Pass', 'Long Ball Pass', 'Jockey', 'Block', 'Intercept', 'Slide Tackle', 'Bruiser', 'Relentless']","['Aerial', 'Anticipate']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",3,5,82.0,50601141_183,183,50601141,stopper,86.19151637814957,50601141_183_stopper
MOSTLY_EXPLOSIVE,97,70,95,90,90,87,88,73,48,91,88,68,5,10,12,11,7,74,39,83,73,91,83,95,87,89,87,48,95,87,51,70,90,75,Lean Medium,Wilson Odobert,50602227,Right,182,90,"['Finesse Shot', 'Power Shot', 'Technical', 'Flair', 'First Touch', 'Trickster', 'Quick Step', 'Acrobatic']","['Rapid', 'Whipped Pass']","['LM', 'RM', 'ST', 'LW']","['RM Inside Forward', 'LM Inside Forward', 'LW Inside Forward', 'ST Advanced Forward']","['RM Winger', 'LM Winger', 'LW Winger']",4,4,75.0,50602227_184,184,50602227,winger,90.53697417653187,50602227_184_winger
CONTROLLED,80,99,85,70,73,82,66,79,82,70,52,77,13,9,11,6,8,90,84,99,79,83,72,62,81,85,79,83,83,99,84,99,63,44,Stocky Short,Manuela Vanegas,50603856,Left,167,86,"['Dead Ball', 'Jockey', 'Intercept', 'Slide Tackle', 'Aerial']",['Bruiser'],"['CB', 'CDM']","['CB Stopper', 'CB Ball-Playing Defender', 'CDM Holding']",['CB Defender'],3,3,68.0,50603856_185,185,50603856,defender,70.3733050357742,50603856_185_defender
CONTROLLED,86,80,81,69,93,85,75,70,80,89,82,79,8,11,12,10,6,71,86,87,93,87,81,88,82,94,81,81,88,87,87,85,89,70,Average Medium,Korbin Albert,50605594,Right,172,87,"['Long Ball Pass', 'Intercept', 'Slide Tackle', 'Technical', 'Rapid']","['Incisive Pass', 'Relentless']","['RM', 'CM', 'RW', 'LW']","['CM Deep-Lying Playmaker', 'RM Wide Playmaker', 'LW Winger']","['CM Box to Box', 'RM Wide Midfielder', 'LW Wide Playmaker']",4,5,62.0,50605594_186,186,50605594,wide_midfielder,80.9762528497041,50605594_186_wide_midfielder
CONTROLLED,86,80,81,69,93,85,75,70,80,89,82,79,8,11,12,10,6,71,86,87,93,87,81,88,82,94,81,81,88,87,87,85,89,70,Average Medium,Korbin Albert,50605594,Right,172,87,"['Long Ball Pass', 'Intercept', 'Slide Tackle', 'Technical', 'Rapid']","['Incisive Pass', 'Relentless']","['RM', 'CM', 'RW', 'LW']","['CM Deep-Lying Playmaker', 'RM Wide Playmaker', 'LW Winger']","['CM Box to Box', 'RM Wide Midfielder', 'LW Wide Playmaker']",4,5,62.0,50605594_186,186,50605594,wide_playmaker,80.22078243907121,50605594_186_wide_playmaker
CONTROLLED,86,80,81,69,93,85,75,70,80,89,82,79,8,11,12,10,6,71,86,87,93,87,81,88,82,94,81,81,88,87,87,85,89,70,Average Medium,Korbin Albert,50605594,Right,172,87,"['Long Ball Pass', 'Intercept', 'Slide Tackle', 'Technical', 'Rapid']","['Incisive Pass', 'Relentless']","['RM', 'CM', 'RW', 'LW']","['CM Deep-Lying Playmaker', 'RM Wide Playmaker', 'LW Winger']","['CM Box to Box', 'RM Wide Midfielder', 'LW Wide Playmaker']",4,5,62.0,50605594_186,186,50605594,box_to_box,86.00522996627906,50605594_186_box_to_box
CONTROLLED,96,35,90,86,85,83,79,94,40,90,90,89,13,14,12,6,9,94,33,97,66,81,80,88,83,69,88,25,91,85,33,94,79,83,Stocky Medium,Vitor Roque,50608237,Right,172,88,"['Finesse Shot', 'Rapid', 'Flair', 'Quick Step', 'Relentless']",['Power Shot'],"['ST', 'RW', 'LW']","['RW Wide Playmaker', 'LW Wide Playmaker', 'ST Advanced Forward']","['RW Winger', 'LW Winger', 'ST Poacher']",4,4,78.0,50608237_187,187,50608237,winger,82.436102542728,50608237_187_winger
CONTROLLED,96,35,90,86,85,83,79,94,40,90,90,89,13,14,12,6,9,94,33,97,66,81,80,88,83,69,88,25,91,85,33,94,79,83,Stocky Medium,Vitor Roque,50608237,Right,172,88,"['Finesse Shot', 'Rapid', 'Flair', 'Quick Step', 'Relentless']",['Power Shot'],"['ST', 'RW', 'LW']","['RW Wide Playmaker', 'LW Wide Playmaker', 'ST Advanced Forward']","['RW Winger', 'LW Winger', 'ST Poacher']",4,4,78.0,50608237_187,187,50608237,poacher,82.28047565057365,50608237_187_poacher
MOSTLY_EXPLOSIVE,92,84,91,90,91,90,83,78,85,90,83,75,9,8,13,12,13,78,89,84,93,84,82,82,82,97,90,87,84,89,92,77,90,78,Lean Medium,Ethan Mbappé,50609820,Left,176,90,"['Incisive Pass', 'Long Ball Pass', 'Jockey', 'Intercept', 'Anticipate', 'Slide Tackle', 'First Touch']","['Pinged Pass', 'Tiki Taka']","['CM', 'CDM']","['CDM Deep-Lying Playmaker', 'CM Deep-Lying Playmaker', 'CM Playmaker']","['CDM Holding', 'CM Box to Box', 'CM Holding']",5,5,70.0,50609820_188,188,50609820,holding,87.84430236044777,50609820_188_holding
MOSTLY_EXPLOSIVE,92,84,91,90,91,90,83,78,85,90,83,75,9,8,13,12,13,78,89,84,93,84,82,82,82,97,90,87,84,89,92,77,90,78,Lean Medium,Ethan Mbappé,50609820,Left,176,90,"['Incisive Pass', 'Long Ball Pass', 'Jockey', 'Intercept', 'Anticipate', 'Slide Tackle', 'First Touch']","['Pinged Pass', 'Tiki Taka']","['CM', 'CDM']","['CDM Deep-Lying Playmaker', 'CM Deep-Lying Playmaker', 'CM Playmaker']","['CDM Holding', 'CM Box to Box', 'CM Holding']",5,5,70.0,50609820_188,188,50609820,box_to_box,91.25737188016424,50609820_188_box_to_box
CONTROLLED,74,30,66,56,33,68,29,24,28,29,31,27,93,91,89,91,96,37,27,81,56,28,29,18,89,59,63,21,70,44,16,69,69,27,Average Medium,Casillas,67114343,Left,185,93,"['Pinged Pass', 'Long Ball Pass', 'GK Far Throw', 'GK Cross Claimer', 'GK Rush Out', 'GK Deflector']","['GK Far Reach', 'GK Footwork']",['GK'],[],"['GK Goalkeeper', 'GK Sweeper Keeper']",1,4,80.0,67114343_189,189,67114343,goalkeeper,88.37946310569046,67114343_189_goalkeeper
CONTROLLED,74,30,66,56,33,68,29,24,28,29,31,27,93,91,89,91,96,37,27,81,56,28,29,18,89,59,63,21,70,44,16,69,69,27,Average Medium,Casillas,67114343,Left,185,93,"['Pinged Pass', 'Long Ball Pass', 'GK Far Throw', 'GK Cross Claimer', 'GK Rush Out', 'GK Deflector']","['GK Far Reach', 'GK Footwork']",['GK'],[],"['GK Goalkeeper', 'GK Sweeper Keeper']",1,4,80.0,67114343_189,189,67114343,sweeper_keeper,91.16934418261697,67114343_189_sweeper_keeper
MOSTLY_LENGTHY,60,44,61,60,31,64,15,18,23,18,20,19,90,88,91,90,90,17,25,77,43,16,32,17,83,35,65,16,56,25,15,78,60,13,Average Tall,Tim Howard,67125118,Right,191,91,"['Pinged Pass', 'GK Cross Claimer', 'GK Rush Out', 'GK Far Reach']","['GK Far Throw', 'GK Footwork']",['GK'],[],"['GK Goalkeeper', 'GK Sweeper Keeper']",1,3,85.0,67125118_190,190,67125118,goalkeeper,85.69373440188156,67125118_190_goalkeeper
MOSTLY_LENGTHY,60,44,61,60,31,64,15,18,23,18,20,19,90,88,91,90,90,17,25,77,43,16,32,17,83,35,65,16,56,25,15,78,60,13,Average Tall,Tim Howard,67125118,Right,191,91,"['Pinged Pass', 'GK Cross Claimer', 'GK Rush Out', 'GK Far Reach']","['GK Far Throw', 'GK Footwork']",['GK'],[],"['GK Goalkeeper', 'GK Sweeper Keeper']",1,3,85.0,67125118_190,190,67125118,sweeper_keeper,85.27964651784451,67125118_190_sweeper_keeper
CONTROLLED,89,85,84,86,91,92,93,85,94,85,70,95,5,7,14,15,9,82,92,93,90,88,89,82,97,96,92,88,90,86,89,84,90,75,Average Medium,David Alaba,67306309,Left,180,93,"['Dead Ball', 'Long Ball Pass', 'Jockey', 'Block', 'Anticipate', 'Slide Tackle', 'Bruiser']","['Pinged Pass', 'Intercept']","['CB', 'LB']","['LB Fullback', 'LB Wingback', 'CB Ball-Playing Defender']","['LB Falseback', 'CB Defender', 'CB Stopper']",5,5,78.0,67306309_191,191,67306309,falseback,89.83350518777756,67306309_191_falseback
CONTROLLED,89,85,84,86,91,92,93,85,94,85,70,95,5,7,14,15,9,82,92,93,90,88,89,82,97,96,92,88,90,86,89,84,90,75,Average Medium,David Alaba,67306309,Left,180,93,"['Dead Ball', 'Long Ball Pass', 'Jockey', 'Block', 'Anticipate', 'Slide Tackle', 'Bruiser']","['Pinged Pass', 'Intercept']","['CB', 'LB']","['LB Fullback', 'LB Wingback', 'CB Ball-Playing Defender']","['LB Falseback', 'CB Defender', 'CB Stopper']",5,5,78.0,67306309_191,191,67306309,defender,83.36986872413412,67306309_191_defender
CONTROLLED,89,85,84,86,91,92,93,85,94,85,70,95,5,7,14,15,9,82,92,93,90,88,89,82,97,96,92,88,90,86,89,84,90,75,Average Medium,David Alaba,67306309,Left,180,93,"['Dead Ball', 'Long Ball Pass', 'Jockey', 'Block', 'Anticipate', 'Slide Tackle', 'Bruiser']","['Pinged Pass', 'Intercept']","['CB', 'LB']","['LB Fullback', 'LB Wingback', 'CB Ball-Playing Defender']","['LB Falseback', 'CB Defender', 'CB Stopper']",5,5,78.0,67306309_191,191,67306309,stopper,86.86429578511002,67306309_191_stopper
CONTROLLED_EXPLOSIVE,90,72,87,92,93,89,86,93,74,92,84,83,10,8,12,15,6,70,80,78,88,86,84,90,86,92,82,65,86,84,80,78,92,75,Average Medium,Isco,67306645,Right,176,91,"['Finesse Shot', 'Long Ball Pass', 'Technical', 'Flair', 'First Touch', 'Press Proven']","['Incisive Pass', 'Trivela']","['CAM', 'CM', 'LM']","['LM Inside Forward', 'CAM Shadow Striker', 'CAM Classic 10']","['CM Playmaker', 'CM Half-Winger', 'LM Wide Playmaker', 'CAM Playmaker', 'CAM Half Winger']",5,5,79.0,67306645_192,192,67306645,playmaker,86.84960733872343,67306645_192_playmaker
CONTROLLED_EXPLOSIVE,90,72,87,92,93,89,86,93,74,92,84,83,10,8,12,15,6,70,80,78,88,86,84,90,86,92,82,65,86,84,80,78,92,75,Average Medium,Isco,67306645,Right,176,91,"['Finesse Shot', 'Long Ball Pass', 'Technical', 'Flair', 'First Touch', 'Press Proven']","['Incisive Pass', 'Trivela']","['CAM', 'CM', 'LM']","['LM Inside Forward', 'CAM Shadow Striker', 'CAM Classic 10']","['CM Playmaker', 'CM Half-Winger', 'LM Wide Playmaker', 'CAM Playmaker', 'CAM Half Winger']",5,5,79.0,67306645_192,192,67306645,wide_playmaker,84.58168399076577,67306645_192_wide_playmaker
CONTROLLED_EXPLOSIVE,90,72,87,92,93,89,86,93,74,92,84,83,10,8,12,15,6,70,80,78,88,86,84,90,86,92,82,65,86,84,80,78,92,75,Average Medium,Isco,67306645,Right,176,91,"['Finesse Shot', 'Long Ball Pass', 'Technical', 'Flair', 'First Touch', 'Press Proven']","['Incisive Pass', 'Trivela']","['CAM', 'CM', 'LM']","['LM Inside Forward', 'CAM Shadow Striker', 'CAM Classic 10']","['CM Playmaker', 'CM Half-Winger', 'LM Wide Playmaker', 'CAM Playmaker', 'CAM Half Winger']",5,5,79.0,67306645_192,192,67306645,half_winger,84.67682566855954,67306645_192_half_winger
CONTROLLED_LENGTHY,80,73,78,78,86,92,57,85,45,80,99,60,13,9,5,7,9,98,33,95,78,99,99,99,90,90,99,23,83,78,42,85,91,99,Unique,Mauro Icardi,67310263,Right,181,88,"['Chip Shot', 'Power Header', 'Incisive Pass', 'Technical', 'Flair', 'Trivela', 'Aerial']",['Finesse Shot'],['ST'],"['ST Advanced Forward', 'ST False 9', 'ST Target Forward']",['ST Poacher'],4,4,79.0,67310263_193,193,67310263,poacher,83.50241129470768,67310263_193_poacher
MOSTLY_LENGTHY,77,87,78,75,80,86,70,75,89,75,42,54,15,12,15,10,6,88,86,94,87,32,46,47,88,88,41,84,82,80,89,90,88,34,Average Tall,Willi Orban,67313502,Right,186,87,"['Power Header', 'Pinged Pass', 'Jockey', 'Intercept', 'Bruiser', 'Relentless']",['Anticipate'],"['CDM', 'CB']","['CB Defender', 'CDM Centre-Half', 'CDM Wide Half']",['CDM Deep-Lying Playmaker'],3,3,87.0,67313502_194,194,67313502,deep_lying_playmaker,75.65883417238499,67313502_194_deep_lying_playmaker
CONTROLLED,87,96,86,90,94,91,86,93,88,89,68,88,9,14,6,9,10,71,90,84,95,96,86,82,86,96,99,94,87,87,94,90,92,95,Average Medium,Leandro Paredes,67316303,Right,180,90,"['Incisive Pass', 'Anticipate', 'Slide Tackle', 'Trickster', 'Trivela']","['Pinged Pass', 'Tiki Taka']","['CM', 'CDM']","['CDM Holding', 'CM Box to Box', 'CM Holding']","['CDM Centre-Half', 'CDM Deep-Lying Playmaker', 'CM Deep-Lying Playmaker']",5,5,75.0,67316303_195,195,67316303,deep_lying_playmaker,91.91514851152034,67316303_195_deep_lying_playmaker
CONTROLLED,87,96,86,90,94,91,86,93,88,89,68,88,9,14,6,9,10,71,90,84,95,96,86,82,86,96,99,94,87,87,94,90,92,95,Average Medium,Leandro Paredes,67316303,Right,180,90,"['Incisive Pass', 'Anticipate', 'Slide Tackle', 'Trickster', 'Trivela']","['Pinged Pass', 'Tiki Taka']","['CM', 'CDM']","['CDM Holding', 'CM Box to Box', 'CM Holding']","['CDM Centre-Half', 'CDM Deep-Lying Playmaker', 'CM Deep-Lying Playmaker']",5,5,75.0,67316303_195,195,67316303,centre_half,89.55460937399276,67316303_195_centre_half
CONTROLLED_LENGTHY,83,88,83,81,86,88,79,80,80,87,83,77,13,8,15,11,9,88,86,89,86,87,63,83,87,87,89,80,80,84,85,94,86,75,Unique,Leon Goretzka,67318522,Right,189,87,"['Power Shot', 'Incisive Pass', 'Bruiser', 'Press Proven', 'Aerial']","['Tiki Taka', 'Intercept']","['CM', 'CDM']","['CDM Holding', 'CDM Deep-Lying Playmaker']","['CM Box to Box', 'CM Deep-Lying Playmaker']",4,4,82.0,67318522_196,196,67318522,deep_lying_playmaker,82.24223407946108,67318522_196_deep_lying_playmaker
CONTROLLED_LENGTHY,83,88,83,81,86,88,79,80,80,87,83,77,13,8,15,11,9,88,86,89,86,87,63,83,87,87,89,80,80,84,85,94,86,75,Unique,Leon Goretzka,67318522,Right,189,87,"['Power Shot', 'Incisive Pass', 'Bruiser', 'Press Proven', 'Aerial']","['Tiki Taka', 'Intercept']","['CM', 'CDM']","['CDM Holding', 'CDM Deep-Lying Playmaker']","['CM Box to Box', 'CM Deep-Lying Playmaker']",4,4,82.0,67318522_196,196,67318522,box_to_box,84.21766137901858,67318522_196_box_to_box
LENGTHY,86,83,75,75,90,92,70,86,88,77,51,83,10,11,5,14,5,87,90,94,96,54,50,62,90,96,78,90,88,86,92,96,87,46,Unique,Aymeric Laporte,67321082,Left,189,90,"['Power Header', 'Pinged Pass', 'Jockey', 'Block', 'Intercept', 'Slide Tackle']","['Long Ball Pass', 'Aerial']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",4,5,85.0,67321082_197,197,67321082,ball_playing_defender,88.47133767433802,67321082_197_ball_playing_defender
LENGTHY,86,83,75,75,90,92,70,86,88,77,51,83,10,11,5,14,5,87,90,94,96,54,50,62,90,96,78,90,88,86,92,96,87,46,Unique,Aymeric Laporte,67321082,Left,189,90,"['Power Header', 'Pinged Pass', 'Jockey', 'Block', 'Intercept', 'Slide Tackle']","['Long Ball Pass', 'Aerial']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",4,5,85.0,67321082_197,197,67321082,defender,88.50360120935318,67321082_197_defender
LENGTHY,86,83,75,75,90,92,70,86,88,77,51,83,10,11,5,14,5,87,90,94,96,54,50,62,90,96,78,90,88,86,92,96,87,46,Unique,Aymeric Laporte,67321082,Left,189,90,"['Power Header', 'Pinged Pass', 'Jockey', 'Block', 'Intercept', 'Slide Tackle']","['Long Ball Pass', 'Aerial']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",4,5,85.0,67321082_197,197,67321082,stopper,86.0849474467937,67321082_197_stopper
CONTROLLED,97,84,87,87,89,90,87,88,52,90,89,65,14,15,14,10,13,92,36,99,68,83,74,93,90,83,93,45,98,94,57,90,80,86,Lean Tall,Iñaki Williams,67325065,Right,186,90,"['Finesse Shot', 'Chip Shot', 'Quick Step', 'Trivela', 'Long Throw']",['Rapid'],"['RM', 'LM', 'RW', 'ST']","['RW Winger', 'ST Advanced Forward']","['RM Winger', 'RM Inside Forward', 'RW Inside Forward']",4,3,80.0,67325065_198,198,67325065,inside_forward,85.46557291730933,67325065_198_inside_forward
CONTROLLED,97,84,87,87,89,90,87,88,52,90,89,65,14,15,14,10,13,92,36,99,68,83,74,93,90,83,93,45,98,94,57,90,80,86,Lean Tall,Iñaki Williams,67325065,Right,186,90,"['Finesse Shot', 'Chip Shot', 'Quick Step', 'Trivela', 'Long Throw']",['Rapid'],"['RM', 'LM', 'RW', 'ST']","['RW Winger', 'ST Advanced Forward']","['RM Winger', 'RM Inside Forward', 'RW Inside Forward']",4,3,80.0,67325065_198,198,67325065,winger,87.48369440917912,67325065_198_winger
